tt0852506,1,a
tt0055535,2,
tt0036817,3,
tt1205587,4,
tt0134119,5,
tt0134119,6,
tt0093703,7,
tt0047905,3,
tt0038226,8,
tt0038226,3,
tt2157452,2,
tt0868146,9,
tt1512851,10,
tt0636811,9,
tt2923192,11,
tt1465791,12,
tt0055141,2,
tt0034347,1,
tt0435475,10,
tt0101330,13,
tt0101330,14,
tt0101330,15,
tt0842515,16,
tt0842515,15,
tt1048395,9,
tt1048395,2,
tt2678730,14,
tt0382019,9,
tt1466296,12,
tt0067956,17,
tt0047469,10,
tt0047469,18,
tt0047469,19,
tt0047469,20,
tt0047469,21,
tt0047469,22,
tt4191374,23,
tt4191374,24,
tt4191374,2,
tt4191374,14,
tt4191374,4,
tt4191374,25,
tt0037169,3,
tt0069808,9,
tt1079040,2,
tt1079040,12,
tt0385872,26,
tt0062998,27,
tt0793030,28,
tt0793030,29,
tt0793030,30,
tt0793030,31,
tt0793030,32,
tt0793030,12,
tt0065408,10,
tt1530335,4,
tt0366904,9,
tt0064828,27,
tt1418960,14,
tt1182972,9,
tt1817274,33,
tt1021018,34,
tt0317740,9,
tt0317740,35,
tt0036604,3,
tt0065614,15,
tt0102640,27,
tt1815576,36,
tt0078288,37,
tt1427333,9,
tt1427333,38,
tt1427333,39,
tt2525558,9,
tt0828406,4,
tt0828406,9,
tt0828406,40,
tt0828406,41,
tt1530338,42,
tt0062271,13,
tt0057076,4,
tt0057076,43,
tt0057076,40,
tt0037189,3,
tt0079574,37,
tt0079574,44,
tt0079574,45,
tt0079574,40,
tt0079574,14,
tt0079574,46,
tt0079574,47,
tt0079574,4,
tt0079574,41,
tt0079574,48,
tt0079574,49,
tt0079574,50,
tt0079574,9,
tt0079574,51,
tt0079574,52,
tt0285335,28,
tt0285335,32,
tt0285335,30,
tt0037394,3,
tt1530337,12,
tt0181652,1,
tt0229384,9,
tt0165550,4,
tt0165550,53,
tt1248970,2,
tt0037259,8,
tt0185641,8,
tt0305711,9,
tt3358834,9,
tt1530334,4,
tt1530334,54,
tt1243957,55,
tt1243957,47,
tt1512586,9,
tt0432179,14,
tt0059690,2,
tt2614678,9,
tt0065406,15,
tt0069995,56,
tt0069995,57,
tt0069995,40,
tt0069995,4,
tt0069995,58,
tt0069995,9,
tt0069995,59,
tt0069995,60,
tt0097576,61,
tt0097576,62,
tt0346336,63,
tt0053204,55,
tt1056688,9,
tt4341936,9,
tt0037144,3,
tt0116209,34,
tt0040605,10,
tt0793017,32,
tt0793017,30,
tt3404342,36,
tt0075318,14,
tt0072364,47,
tt0398067,55,
tt0065374,4,
tt2127272,16,
tt1527596,14,
tt0083390,64,
tt0083390,65,
tt0083390,33,
tt1454188,37,
tt0120520,9,
tt2851344,15,
tt0040090,66,
tt0040090,53,
tt0040090,67,
tt0040090,68,
tt0040090,69,
tt0067445,10,
tt0067445,14,
tt0067445,34,
tt0067445,9,
tt0067445,70,
tt0067445,71,
tt0070109,21,
tt0070109,72,
tt1048393,4,
tt0381061,35,
tt0381061,73,
tt0381061,74,
tt0381061,40,
tt0381061,75,
tt0381061,76,
tt0381061,77,
tt0381061,4,
tt0381061,78,
tt0381061,79,
tt0381061,80,
tt0381061,81,
tt0381061,9,
tt0381061,12,
tt2036388,1,
tt0048673,9,
tt0048673,35,
tt0036248,1,
tt1530339,42,
tt4346304,9,
tt0045251,9,
tt0045251,82,
tt0036585,3,
tt0472521,9,
tt0472521,47,
tt0489743,14,
tt1583737,4,
tt1583737,53,
tt2545884,9,
tt0079991,13,
tt0225648,14,
tt3665052,12,
tt3665052,43,
tt3665052,47,
tt4175224,1,
tt0065000,77,
tt0065000,2,
tt0039781,19,
tt0402177,9,
tt1610018,83,
tt0075676,2,
tt3113374,9,
tt1530336,53,
tt0116242,4,
tt0116242,9,
tt0116242,84,
tt0116242,85,
tt0116242,48,
tt0460430,14,
tt1726069,10,
tt0036826,19,
tt2812828,74,
tt2526664,2,
tt0062656,15,
tt0317009,9,
tt1112836,74,
tt1112836,86,
tt1528179,1,
tt0037234,19,
tt0078488,47,
tt0057960,14,
tt0876438,87,
tt1530333,54,
tt1530333,9,
tt1048394,88,
tt0924399,4,
tt0924399,40,
tt0389493,89,
tt0039774,19,
tt2575732,90,
tt1016235,15,
tt1347516,37,
tt0430447,4,The first cinematic exploration of Venice Time: 0:0:0 - 0:0:39 Video: https://www.youtube.com/watch?v=iGFgGkrZdho
tt0017736,9,Casanova's escape from Doge's Palace Time: 2:03:30-2:07:30 Video: http://www.youtube.com/watch?v=deViEO4lX-s&t=10m44s
tt0047469,10,The opera performance Time:  0:0:0 - 0:15:12 Video: https://www.youtube.com/watch?v=vn07l1MQG64
tt0052352,91,The love letters fall in the canal Time: 1:05:30 - 1:08:00 Video: http://www.youtube.com/watch?v=Y_Yczq7xoLU&t=65m30s
tt0057960,14,"Encounters at the Lido, or Sex as Success Time: 1:00:00-1:03:20 Video: http://www.youtube.com/watch?v=O38Qkyj5AXk&t=60m24s"
tt0064828,27,The proposed kiss Time: 0:16:03-0:19:30 Video: http://www.youtube.com/watch?v=LFdnLfvwEF0&t=16m3s
tt0065408,92,Lunch at the Locanda Montin Time: 0:36:50-0:44:30 Video: http://www.youtube.com/watch?v=5SzLOLI74m0&t=37m40s
tt0067445,34,Aschenbach's final vision of Tadzio on the Lido beach Time: 1:56:30-2:04:00 Video: https://www.youtube.com/watch?v=mkpuRLQVDVE
tt0317740,93,The boat chase Time: 0:11:30-0:16:50 Video: http://www.youtube.com/watch?v=j5Bnf4o1ItU&t=2m24s
